symbol,score,tags,close
BALMLAWRIE.NS,40,"ABSORPTION,PHASE_D",178.4499969482422
SOLARINDS.NS,40,"ABSORPTION,PHASE_D",15272.0
SOLEX.NS,40,"ABSORPTION,PHASE_D",1349.949951171875
SONACOMS.NS,40,"ABSORPTION,PHASE_D",588.4500122070312
SPIC.NS,40,"ABSORPTION,PHASE_D",72.62999725341797
SPMLINFRA.NS,40,"ABSORPTION,PHASE_D",216.08999633789065
AUROPHARMA.NS,40,"ABSORPTION,PHASE_D",1421.199951171875
AVANTEL.NS,40,"ABSORPTION,PHASE_D",158.0399932861328
AWHCL.NS,40,"ABSORPTION,PHASE_D",525.0999755859375
AXISBANK.NS,40,"ABSORPTION,PHASE_D",1379.5999755859375
STAR.NS,40,"ABSORPTION,PHASE_D",1002.0499877929688
DENTA.NS,40,"ABSORPTION,PHASE_D",304.0
NH.NS,40,"ABSORPTION,PHASE_D",1811.300048828125
NHPC.NS,40,"ABSORPTION,PHASE_D",82.62999725341797
NITCO.NS,40,"ABSORPTION,PHASE_D",91.13999938964844
MTARTECH.NS,40,"ABSORPTION,PHASE_D",5279.60009765625
MWL.NS,40,"ABSORPTION,PHASE_D",281.8999938964844
NATIONALUM.NS,40,"ABSORPTION,PHASE_D",435.9500122070313
DHANBANK.NS,40,"ABSORPTION,PHASE_D",27.420000076293945
DHARMAJ.NS,40,"ABSORPTION,PHASE_D",270.3699951171875
DIFFNKG.NS,40,"ABSORPTION,PHASE_D",311.8299865722656
DIGISPICE.NS,40,"ABSORPTION,PHASE_D",20.479999542236328
DIXON.NS,40,"ABSORPTION,PHASE_D",11267.0
DLINKINDIA.NS,40,"ABSORPTION,PHASE_D",457.1499938964844
DMART.NS,40,"ABSORPTION,PHASE_D",4594.7998046875
DOLATALGO.NS,40,"ABSORPTION,PHASE_D",79.22000122070312
NELCAST.NS,40,"ABSORPTION,PHASE_D",136.57000732421875
DCBBANK.NS,40,"ABSORPTION,PHASE_D",195.32000732421875
DCXINDIA.NS,40,"ABSORPTION,PHASE_D",201.05999755859372
DEEDEV.NS,40,"ABSORPTION,PHASE_D",411.7000122070313
DEEPAKFERT.NS,40,"ABSORPTION,PHASE_D",1270.0999755859375
ASTEC.NS,40,"ABSORPTION,PHASE_D",740.5999755859375
ASTRAMICRO.NS,40,"ABSORPTION,PHASE_D",1129.75
ENTERO.NS,40,"ABSORPTION,PHASE_D",1263.9000244140625
MARATHON.NS,40,"ABSORPTION,PHASE_D",490.8999938964844
