symbol,score
CORALFINAC.NS,15.0
CREATIVEYE.NS,15.0
CSLFINANCE.NS,15.0
CYIENTDLM.NS,15.0
DAMCAPITAL.NS,15.0
DAMODARIND.NS,15.0
DANGEE.NS,15.0
DAVANGERE.NS,15.0
DBCORP.NS,15.0
DBEIL.NS,15.0
DBSTOCKBRO.NS,15.0
DCMSRIND.NS,15.0
DCXINDIA.NS,15.0
DDEVPLSTIK.NS,15.0
DEEDEV.NS,15.0
DELHIVERY.NS,15.0
DELTACORP.NS,15.0
DEN.NS,15.0
DENTA.NS,15.0
DEVYANI.NS,15.0
DHANBANK.NS,15.0
DHARMAJ.NS,15.0
DIACABS.NS,15.0
DIAMINESQ.NS,15.0
DIAMONDYD.NS,15.0
DIFFNKG.NS,15.0
DIGIDRIVE.NS,15.0
DIGJAMLMTD.NS,15.0
DIVGIITTS.NS,15.0
DMCC.NS,15.0
DNAMEDIA.NS,15.0
DOLLAR.NS,15.0
DOLPHIN.NS,15.0
DPSCLTD.NS,15.0
DREAMFOLKS.NS,15.0
DTIL.NS,15.0
EASEMYTRIP.NS,15.0
ECOSMOBLTY.NS,15.0
EIEL.NS,15.0
ELDEHSG.NS,15.0
ELIN.NS,15.0
EMAMIPAP.NS,15.0
EMBDL.NS,15.0
EMCURE.NS,15.0
EMIL.NS,15.0
EMSLIMITED.NS,15.0
ENERGYDEV.NS,15.0
ENIL.NS,15.0
ENTERO.NS,15.0
EPACK.NS,15.0
EPIGRAL.NS,15.0
ESAFSFB.NS,15.0
ESSARSHPNG.NS,15.0
EUREKAFORB.NS,15.0
EUROBOND.NS,15.0
EUROTEXIND.NS,15.0
EXICOM.NS,15.0
EXXARO.NS,15.0
FAIRCHEMOR.NS,15.0
FEDFINA.NS,15.0
FINOPB.NS,15.0
FIRSTCRY.NS,15.0
FIVESTAR.NS,15.0
FLAIR.NS,15.0
FLEXITUFF.NS,15.0
FMNL.NS,15.0
FOODSIN.NS,15.0
FUSION.NS,15.0
GALAPREC.NS,15.0
GALAXYSURF.NS,15.0
GANDHAR.NS,15.0
GANESHBE.NS,15.0
GARUDA.NS,15.0
GATECH.NS,15.0
GATECHDVR.NS,15.0
GATEWAY.NS,15.0
GAYAHWS.NS,15.0
GENCON.NS,15.0
GENESYS.NS,15.0
GHCLTEXTIL.NS,15.0
GICRE.NS,15.0
GILLANDERS.NS,15.0
GLAND.NS,15.0
GLOBE.NS,15.0
GLOSTERLTD.NS,15.0
GOCOLORS.NS,15.0
GODAVARIB.NS,15.0
GODIGIT.NS,15.0
GODREJAGRO.NS,15.0
GOKUL.NS,15.0
GOPAL.NS,15.0
GOYALALUM.NS,15.0
GPTHEALTH.NS,15.0
GREENPOWER.NS,15.0
GRINFRA.NS,15.0
GRMOVER.NS,15.0
GSLSU.NS,15.0
GTECJAINX.NS,15.0
GTLINFRA.NS,15.0
GTPL.NS,15.0
GUJRAFFIA.NS,15.0
GUJTHEM.NS,15.0
GVPTECH.NS,15.0
HAPPSTMNDS.NS,15.0
HAPPYFORGE.NS,15.0
HARSHA.NS,15.0
HATHWAY.NS,15.0
HBLENGINE.NS,15.0
HCC.NS,15.0
HCL-INSYS.NS,15.0
HEADSUP.NS,15.0
HERANBA.NS,15.0
HEXT.NS,15.0
HILTON.NS,15.0
HINDCOPPER.NS,15.0
HINDOILEXP.NS,15.0
HINDWAREAP.NS,15.0
HLEGLAS.NS,15.0
HLVLTD.NS,15.0
HMAAGRO.NS,15.0
HMVL.NS,15.0
HNDFDS.NS,15.0
HONASA.NS,15.0
HPAL.NS,15.0
HTMEDIA.NS,15.0
HUBTOWN.NS,15.0
HYBRIDFIN.NS,15.0
HYUNDAI.NS,15.0
IDBI.NS,15.0
IDEA.NS,15.0
IDEAFORGE.NS,15.0
IDFCFIRSTB.NS,15.0
IFCI.NS,15.0
IGIL.NS,15.0
IIFLCAPS.NS,15.0
IITL.NS,15.0
IKIO.NS,15.0
IKS.NS,15.0
IMAGICAA.NS,15.0
INCREDIBLE.NS,15.0
INDGN.NS,15.0
INDIGOPNTS.NS,15.0
INDOAMIN.NS,15.0
INDOBORAX.NS,15.0
INDOFARM.NS,15.0
INDORAMA.NS,15.0
INDOSTAR.NS,15.0
INDOUS.NS,15.0
INDSWFTLAB.NS,15.0
INDTERRAIN.NS,15.0
INFOMEDIA.NS,15.0
INOXWIND.NS,15.0
INTENTECH.NS,15.0
INTERARCH.NS,15.0
INTLCONV.NS,15.0
INVENTURE.NS,15.0
IOB.NS,15.0
IPL.NS,15.0
IREDA.NS,15.0
IRMENERGY.NS,15.0
ISFT.NS,15.0
ISHANCH.NS,15.0
ITCHOTELS.NS,15.0
IVC.NS,15.0
IXIGO.NS,15.0
JAGRAN.NS,15.0
JAICORPLTD.NS,15.0
JAYSREETEA.NS,15.0
JETFREIGHT.NS,15.0
JINDRILL.NS,15.0
JIOFIN.NS,15.0
JISLDVREQS.NS,15.0
JISLJALEQS.NS,15.0
JNKINDIA.NS,15.0
JOCIL.NS,15.0
JPPOWER.NS,15.0
JSFB.NS,15.0
JTLIND.NS,15.0
JUBLCPL.NS,15.0
JUNIPER.NS,15.0
JUSTDIAL.NS,15.0
JYOTISTRUC.NS,15.0
KALAMANDIR.NS,15.0
KANANIIND.NS,15.0
KAUSHALYA.NS,15.0
KAYA.NS,15.0
KELLTONTEC.NS,15.0
KESORAMIND.NS,15.0
KHADIM.NS,15.0
KHANDSE.NS,15.0
KMEW.NS,15.0
KNAGRI.NS,15.0
KOHINOOR.NS,15.0
KOKUYOCMLN.NS,15.0
KPEL.NS,15.0
KRIDHANINF.NS,15.0
KRISHIVAL.NS,15.0
KRONOX.NS,15.0
KROSS.NS,15.0
KRSNAA.NS,15.0
KRYSTAL.NS,15.0
LAL.NS,15.0
LANDMARK.NS,15.0
LATENTVIEW.NS,15.0
LAXMIDENTL.NS,15.0
LIBAS.NS,15.0
LICI.NS,15.0
LLOYDSENGG.NS,15.0
LLOYDSENT.NS,15.0
LORDSCHLO.NS,15.0
LOVABLE.NS,15.0
LXCHEM.NS,15.0
LYPSAGEMS.NS,15.0
MAHABANK.NS,15.0
MAHAPEXLTD.NS,15.0
MAHEPC.NS,15.0
MAHESHWARI.NS,15.0
MAHLOG.NS,15.0
MAMATA.NS,15.0
MANAKSIA.NS,15.0
MANBA.NS,15.0
MANCREDIT.NS,15.0
MANORG.NS,15.0
MANUGRAPH.NS,15.0
MANYAVAR.NS,15.0
MAPMYINDIA.NS,15.0
MASTERTR.NS,15.0
MATRIMONY.NS,15.0
MAXESTATES.NS,15.0
MCLOUD.NS,15.0
MEDIASSIST.NS,15.0
MEDICAMEQ.NS,15.0
MEDPLUS.NS,15.0
MFML.NS,15.0
MICEL.NS,15.0
MIRCELECTR.NS,15.0
MITCON.NS,15.0
MITTAL.NS,15.0
MMTC.NS,15.0
MOBIKWIK.NS,15.0
MODTHREAD.NS,15.0
MOHITIND.NS,15.0
MOKSH.NS,15.0
MOL.NS,15.0
MONTECARLO.NS,15.0
MOSCHIP.NS,15.0
MOTISONS.NS,15.0
MOTOGENFIN.NS,15.0
MSPL.NS,15.0
MSUMI.NS,15.0
MTNL.NS,15.0
MUFIN.NS,15.0
MUFTI.NS,15.0
MUKKA.NS,15.0
MUKTAARTS.NS,15.0
MUTHOOTMF.NS,15.0
MVGJL.NS,15.0
NARMADA.NS,15.0
NATCAPSUQ.NS,15.0
NAVKARCORP.NS,15.0
NAVKARURB.NS,15.0
NAZARA.NS,15.0
NDLVENTURE.NS,15.0
NDTV.NS,15.0
NECCLTD.NS,15.0
NETWORK18.NS,15.0
NEXTMEDIA.NS,15.0
NFL.NS,15.0
NGIL.NS,15.0
NGLFINE.NS,15.0
NIACL.NS,15.0
NIBE.NS,15.0
NIITLTD.NS,15.0
NIITMTS.NS,15.0
NILAINFRA.NS,15.0
NIVABUPA.NS,15.0
NMDC.NS,15.0
NOIDATOLL.NS,15.0
NORTHARC.NS,15.0
NOVAAGRI.NS,15.0
NRAIL.NS,15.0
NRL.NS,15.0
NSLNISP.NS,15.0
NTPCGREEN.NS,15.0
NURECA.NS,15.0
NUVOCO.NS,15.0
NYKAA.NS,15.0
OBCL.NS,15.0
OCCLLTD.NS,15.0
OLAELEC.NS,15.0
OMAXE.NS,15.0
ONELIFECAP.NS,15.0
ONESOURCE.NS,15.0
ONMOBILE.NS,15.0
ORCHASP.NS,15.0
ORICONENT.NS,15.0
ORIENTALTL.NS,15.0
ORIENTCER.NS,15.0
ORIENTLTD.NS,15.0
ORIENTPPR.NS,15.0
ORIENTTECH.NS,15.0
ORISSAMINE.NS,15.0
OSWALGREEN.NS,15.0
PAKKA.NS,15.0
PARAGMILK.NS,15.0
PARAS.NS,15.0
PARKHOTELS.NS,15.0
PATANJALI.NS,15.0
PATELENG.NS,15.0
PATINTLOG.NS,15.0
PAYTM.NS,15.0
PCJEWELLER.NS,15.0
PLATIND.NS,15.0
PNB.NS,15.0
PNBHOUSING.NS,15.0
PNGJL.NS,15.0
PODDARMENT.NS,15.0
PPLPHARMA.NS,15.0
PRABHA.NS,15.0
PRAKASHSTL.NS,15.0
PRECAM.NS,15.0
PREMIERENE.NS,15.0
PRITIKAUTO.NS,15.0
PROTEAN.NS,15.0
PROZONER.NS,15.0
PRUDMOULI.NS,15.0
PSB.NS,15.0
PVRINOX.NS,15.0
PVSL.NS,15.0
PYRAMID.NS,15.0
QPOWER.NS,15.0
QUADFUTURE.NS,15.0
QUESS.NS,15.0
QUICKHEAL.NS,15.0
RACLGEAR.NS,15.0
RADAAN.NS,15.0
RADIANTCMS.NS,15.0
RAJSREESUG.NS,15.0
RAMAPHO.NS,15.0
RATEGAIN.NS,15.0
RATNAVEER.NS,15.0
RAYMOND.NS,15.0
RAYMONDLSL.NS,15.0
RBA.NS,15.0
RBLBANK.NS,15.0
RBZJEWEL.NS,15.0
REDTAPE.NS,15.0
RELCHEMQ.NS,15.0
RELIABLE.NS,15.0
RELIGARE.NS,15.0
RENUKA.NS,15.0
RETAIL.NS,15.0
RISHABH.NS,15.0
RKDL.NS,15.0
RKEC.NS,15.0
RKSWAMY.NS,15.0
ROLEXRINGS.NS,15.0
ROML.NS,15.0
ROSSARI.NS,15.0
ROSSELLIND.NS,15.0
ROSSTECH.NS,15.0
ROUTE.NS,15.0
RPEL.NS,15.0
RPOWER.NS,15.0
RPPINFRA.NS,15.0
RPPL.NS,15.0
RPTECH.NS,15.0
RRKABEL.NS,15.0
RTNPOWER.NS,15.0
RUBFILA.NS,15.0
RUCHINFRA.NS,15.0
RUPA.NS,15.0
RUSHIL.NS,15.0
RUSTOMJEE.NS,15.0
RVHL.NS,15.0
RVTH.NS,15.0
SADBHIN.NS,15.0
SAGILITY.NS,15.0
SAHYADRI.NS,15.0
SAIL.NS,15.0
SAILIFE.NS,15.0
SAKHTISUG.NS,15.0
SAMHI.NS,15.0
SAMMAANCAP.NS,15.0
SAMPANN.NS,15.0
SANATHAN.NS,15.0
SANDHAR.NS,15.0
SANOFICONR.NS,15.0
SANSTAR.NS,15.0
SAPPHIRE.NS,15.0
SATIA.NS,15.0
SATIN.NS,15.0
SAURASHCEM.NS,15.0
SBFC.NS,15.0
SBGLP.NS,15.0
SBICARD.NS,15.0
SCHAND.NS,15.0
SCILAL.NS,15.0
SELMC.NS,15.0
SEMAC.NS,15.0
SENORES.NS,15.0
SEPC.NS,15.0
SFL.NS,15.0
SHAH.NS,15.0
SHALBY.NS,15.0
SHALPAINTS.NS,15.0
SHANTI.NS,15.0
SHEMAROO.NS,15.0
SHIVALIK.NS,15.0
SHIVAMILLS.NS,15.0
SHK.NS,15.0
SHOPERSTOP.NS,15.0
SHRIRAMPPS.NS,15.0
SHYAMCENT.NS,15.0
SIGNPOST.NS,15.0
SIL.NS,15.0
SILLYMONKS.NS,15.0
SILVERTUC.NS,15.0
SIMPLEXINF.NS,15.0
SINCLAIR.NS,15.0
SINDHUTRAD.NS,15.0
SINTERCOM.NS,15.0
SIS.NS,15.0
SMLT.NS,15.0
SNOWMAN.NS,15.0
SONACOMS.NS,15.0
SOUTHBANK.NS,15.0
SPANDANA.NS,15.0
SPCENET.NS,15.0
SPECIALITY.NS,15.0
SPENCERS.NS,15.0
SPMLINFRA.NS,15.0
SPORTKING.NS,15.0
SRD.NS,15.0
SREEL.NS,15.0
SRGHFL.NS,15.0
SSDL.NS,15.0
STALLION.NS,15.0
STANLEY.NS,15.0
STARHEALTH.NS,15.0
STCINDIA.NS,15.0
STEELCITY.NS,15.0
STEELXIND.NS,15.0
STOVEKRAFT.NS,15.0
STYLEBAAZA.NS,15.0
SUKHJITS.NS,15.0
SULA.NS,15.0
SUMEETINDS.NS,15.0
SUNCLAY.NS,15.0
SUNDARAM.NS,15.0
SUNDROP.NS,15.0
SUPERHOUSE.NS,15.0
SUPERSPIN.NS,15.0
SUPREME.NS,15.0
SUPREMEINF.NS,15.0
SURAJEST.NS,15.0
SURAJLTD.NS,15.0
SURAKSHA.NS,15.0
SURANASOL.NS,15.0
SURYALAXMI.NS,15.0
SURYODAY.NS,15.0
SUYOG.NS,15.0
SUZLON.NS,15.0
SWIGGY.NS,15.0
SWSOLAR.NS,15.0
TARAPUR.NS,15.0
TARSONS.NS,15.0
TATATECH.NS,15.0
TATVA.NS,15.0
TBOTEK.NS,15.0
TBZ.NS,15.0
TCIFINANCE.NS,15.0
TEAMLEASE.NS,15.0
TECILCHEM.NS,15.0
TEJASNET.NS,15.0
TEXMOPIPES.NS,15.0
TFL.NS,15.0
TGBHOTELS.NS,15.0
THEINVEST.NS,15.0
TICL.NS,15.0
TIL.NS,15.0
TIPSFILMS.NS,15.0
TMB.NS,15.0
TNPL.NS,15.0
TOLINS.NS,15.0
TOTAL.NS,15.0
TPHQ.NS,15.0
TRACXN.NS,15.0
TRANSRAILL.NS,15.0
TRANSWORLD.NS,15.0
TREL.NS,15.0
TRF.NS,15.0
TRU.NS,15.0
TVVISION.NS,15.0
UCAL.NS,15.0
UCOBANK.NS,15.0
UDS.NS,15.0
UEL.NS,15.0
UFO.NS,15.0
UGROCAP.NS,15.0
UJJIVANSFB.NS,15.0
UNIDT.NS,15.0
UNIECOM.NS,15.0
UNIMECH.NS,15.0
UNIONBANK.NS,15.0
UNIPARTS.NS,15.0
UNITDSPR.NS,15.0
UNITECH.NS,15.0
UTKARSHBNK.NS,15.0
UYFINCORP.NS,15.0
VAKRANGEE.NS,15.0
VALIANTORG.NS,15.0
VARROC.NS,15.0
VCL.NS,15.0
VEDL.NS,15.0
VENTIVE.NS,15.0
VENUSREM.NS,15.0
VERANDA.NS,15.0
VERTOZ.NS,15.0
VETO.NS,15.0
VINCOFE.NS,15.0
VINNY.NS,15.0
VIPCLOTHNG.NS,15.0
VIVIDHA.NS,15.0
VMM.NS,15.0
VRAJ.NS,15.0
VSTL.NS,15.0
WAAREEENER.NS,15.0
WCIL.NS,15.0
WILLAMAGOR.NS,15.0
XELPMOC.NS,15.0
XTGLOBAL.NS,15.0
YASHO.NS,15.0
YATRA.NS,15.0
YESBANK.NS,15.0
YUKEN.NS,15.0
ZAGGLE.NS,15.0
ZEEL.NS,15.0
ZEELEARN.NS,15.0
ZENITHSTL.NS,15.0
ZODIACLOTH.NS,15.0
ZUARI.NS,15.0
ZUARIIND.NS,15.0
